problem,seed,evolved,kind,name,instance,value,gap,seconds,error
cvrp,nearest_neighbor_99ba,nearest_neighbor_54a9,evolved,nearest_neighbor_54a9,M-n200-k17.vrp,1742.8740944049796,36.69600740431213,0.7409143447875977,
cvrp,nearest_neighbor_99ba,nearest_neighbor_54a9,evolved,nearest_neighbor_54a9,P-n101-k4.vrp,966.0205984398091,41.853244998503534,0.13564062118530273,
mkp,greedy_by_profit_8df3,greedy_by_profit_1597,seed,greedy_by_profit_8df3,mknapcb1_1.mkp,19350.0,20.634920634920633,0.014007568359375,
mkp,greedy_by_profit_8df3,greedy_by_profit_1597,seed,greedy_by_profit_8df3,mknapcb1_2.mkp,19887.0,18.072835132240257,0.015881776809692383,
mkp,greedy_by_profit_8df3,greedy_by_profit_1597,seed,greedy_by_profit_8df3,mknapcb1_3.mkp,18532.0,21.31119697677381,0.012928247451782227,
mkp,greedy_by_profit_8df3,greedy_by_profit_1597,seed,greedy_by_profit_8df3,mknapcb1_4.mkp,20354.0,13.512365088807682,0.012776613235473633,
mkp,greedy_by_profit_8df3,greedy_by_profit_1597,seed,greedy_by_profit_8df3,mknapcb1_5.mkp,20733.0,13.580092534700514,0.015987873077392578,
mkp,greedy_by_profit_8df3,greedy_by_profit_1597,seed,greedy_by_profit_8df3,mknapcb4_1.mkp,19805.0,14.13024627124523,0.01645064353942871,
mkp,greedy_by_profit_8df3,greedy_by_profit_1597,seed,greedy_by_profit_8df3,mknapcb4_2.mkp,17352.0,23.898074645848865,0.0136566162109375,
mkp,greedy_by_profit_8df3,greedy_by_profit_1597,seed,greedy_by_profit_8df3,mknapcb4_3.mkp,17288.0,21.88333107405901,0.012863874435424805,
mkp,greedy_by_profit_8df3,greedy_by_profit_1597,seed,greedy_by_profit_8df3,mknapcb4_4.mkp,20573.0,9.656595819427368,0.014440774917602539,
mkp,greedy_by_profit_8df3,greedy_by_profit_1597,seed,greedy_by_profit_8df3,mknapcb4_5.mkp,20145.0,10.748305347569891,0.01398777961730957,
mkp,greedy_by_profit_8df3,greedy_by_profit_1597,evolved,greedy_by_profit_1597,mknapcb1_1.mkp,23554.0,3.3919855625281983,0.7007172107696533,
mkp,greedy_by_profit_8df3,greedy_by_profit_1597,evolved,greedy_by_profit_1597,mknapcb1_2.mkp,23442.0,3.4275356348356265,0.6577465534210205,
mkp,greedy_by_profit_8df3,greedy_by_profit_1597,evolved,greedy_by_profit_1597,mknapcb1_3.mkp,22538.0,4.301303553989215,0.6430807113647461,
mkp,greedy_by_profit_8df3,greedy_by_profit_1597,evolved,greedy_by_profit_1597,mknapcb1_4.mkp,22077.0,6.191042746664401,0.691861629486084,
mkp,greedy_by_profit_8df3,greedy_by_profit_1597,evolved,greedy_by_profit_1597,mknapcb1_5.mkp,22834.0,4.82264182401734,0.7030801773071289,
mkp,greedy_by_profit_8df3,greedy_by_profit_1597,evolved,greedy_by_profit_1597,mknapcb4_1.mkp,21630.0,6.21748178980229,0.8441977500915527,
mkp,greedy_by_profit_8df3,greedy_by_profit_1597,evolved,greedy_by_profit_1597,mknapcb4_2.mkp,21737.0,4.6664619972808214,0.9050700664520264,
mkp,greedy_by_profit_8df3,greedy_by_profit_1597,evolved,greedy_by_profit_1597,mknapcb4_3.mkp,20803.0,6.000632596809904,0.9305963516235352,
mkp,greedy_by_profit_8df3,greedy_by_profit_1597,evolved,greedy_by_profit_1597,mknapcb4_4.mkp,21047.0,7.575092218513965,0.7682812213897705,
mkp,greedy_by_profit_8df3,greedy_by_profit_1597,evolved,greedy_by_profit_1597,mknapcb4_5.mkp,21757.0,3.606397589827655,0.9040634632110596,
mkp,greedy_by_weight_ece2,greedy_by_weight_e7f9,seed,greedy_by_weight_ece2,mknapcb1_1.mkp,17741.0,27.234321807965216,0.015176534652709961,
mkp,greedy_by_weight_ece2,greedy_by_weight_e7f9,seed,greedy_by_weight_ece2,mknapcb1_2.mkp,16156.0,33.44319024470627,0.014707088470458984,
mkp,greedy_by_weight_ece2,greedy_by_weight_e7f9,seed,greedy_by_weight_ece2,mknapcb1_3.mkp,15397.0,34.62273364188357,0.014721870422363281,
mkp,greedy_by_weight_ece2,greedy_by_weight_e7f9,seed,greedy_by_weight_ece2,mknapcb1_4.mkp,16768.0,28.749893770714714,0.014591455459594727,
mkp,greedy_by_weight_ece2,greedy_by_weight_e7f9,seed,greedy_by_weight_ece2,mknapcb1_5.mkp,17276.0,27.989662790213,0.015485286712646484,
mkp,greedy_by_weight_ece2,greedy_by_weight_e7f9,seed,greedy_by_weight_ece2,mknapcb4_1.mkp,16142.0,30.012140131807147,0.014653682708740234,
mkp,greedy_by_weight_ece2,greedy_by_weight_e7f9,seed,greedy_by_weight_ece2,mknapcb4_2.mkp,15728.0,31.020569273277488,0.014285802841186523,
mkp,greedy_by_weight_ece2,greedy_by_weight_e7f9,seed,greedy_by_weight_ece2,mknapcb4_3.mkp,16322.0,26.248249062401158,0.014181137084960938,
mkp,greedy_by_weight_ece2,greedy_by_weight_e7f9,seed,greedy_by_weight_ece2,mknapcb4_4.mkp,16886.0,25.847532056911998,0.01437520980834961,
mkp,greedy_by_weight_ece2,greedy_by_weight_e7f9,seed,greedy_by_weight_ece2,mknapcb4_5.mkp,15577.0,30.986664303752605,0.01461029052734375,
mkp,greedy_by_weight_ece2,greedy_by_weight_e7f9,evolved,greedy_by_weight_e7f9,mknapcb1_1.mkp,22502.0,7.706820885115459,0.02231574058532715,
mkp,greedy_by_weight_ece2,greedy_by_weight_e7f9,evolved,greedy_by_weight_e7f9,mknapcb1_2.mkp,23159.0,4.593392106780918,0.021364688873291016,
mkp,greedy_by_weight_ece2,greedy_by_weight_e7f9,evolved,greedy_by_weight_e7f9,mknapcb1_3.mkp,22584.0,4.105982760816951,0.019296884536743164,
mkp,greedy_by_weight_ece2,greedy_by_weight_e7f9,evolved,greedy_by_weight_e7f9,mknapcb1_4.mkp,19627.0,16.601512705022518,0.016891956329345703,
mkp,greedy_by_weight_ece2,greedy_by_weight_e7f9,evolved,greedy_by_weight_e7f9,mknapcb1_5.mkp,22026.0,8.190571464299111,0.020321369171142578,
mkp,greedy_by_weight_ece2,greedy_by_weight_e7f9,evolved,greedy_by_weight_e7f9,mknapcb4_1.mkp,21549.0,6.568678459937565,0.02997756004333496,
mkp,greedy_by_weight_ece2,greedy_by_weight_e7f9,evolved,greedy_by_weight_e7f9,mknapcb4_2.mkp,21406.0,6.118152712600325,0.025944948196411133,
mkp,greedy_by_weight_ece2,greedy_by_weight_e7f9,evolved,greedy_by_weight_e7f9,mknapcb4_3.mkp,19942.0,9.891102977723556,0.021717071533203125,
mkp,greedy_by_weight_ece2,greedy_by_weight_e7f9,evolved,greedy_by_weight_e7f9,mknapcb4_4.mkp,20732.0,8.958369927981732,0.02010798454284668,
mkp,greedy_by_weight_ece2,greedy_by_weight_e7f9,evolved,greedy_by_weight_e7f9,mknapcb4_5.mkp,20867.0,7.549510433742412,0.025430917739868164,
mkp,greedy_by_density_9e8d,greedy_by_density_bb0a,seed,greedy_by_density_9e8d,mknapcb1_1.mkp,22502.0,7.706820885115459,0.023392200469970703,
mkp,greedy_by_density_9e8d,greedy_by_density_bb0a,seed,greedy_by_density_9e8d,mknapcb1_2.mkp,23159.0,4.593392106780918,0.021900653839111328,
